title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
The Legend of Zelda: Skyward Sword,/game/wii/the-legend-of-zelda-skyward-sword,Wii,"November 20, 2011",93,8.1,Nintendo,Nintendo,"Action Adventure, Fantasy, General, Fantasy, Open-World",E10+
Mario Kart Super Circuit,/game/game-boy-advance/mario-kart-super-circuit,Game Boy Advance,"August 26, 2001",93,7.9,Intelligent Systems,Nintendo,"Driving, Racing, Kart",E
Rock Band 3,/game/xbox-360/rock-band-3,Xbox 360,"October 26, 2010",93,8,Harmonix Music Systems,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
Viewtiful Joe,/game/gamecube/viewtiful-joe,GameCube,"October 7, 2003",93,8.3,Clover Studio,Capcom,"Action, Beat-'Em-Up",T
Test Drive Le Mans,/game/dreamcast/test-drive-le-mans,Dreamcast,"November 13, 2000",93,8.2,Melbourne House,Infogrames,"Driving, Racing, GT / Street",E
NBA 2K1,/game/dreamcast/nba-2k1,Dreamcast,"November 1, 2000",93,7.1,Visual Concepts,Sega,"Sports, Traditional, Basketball, Sim",E
Castlevania: Symphony of the Night,/game/playstation/castlevania-symphony-of-the-night,PlayStation,"October 2, 1997",93,9.2,Konami,Konami,"Action, Platformer, 2D",T
Star Wars: Knights of the Old Republic,/game/pc/star-wars-knights-of-the-old-republic,PC,"November 18, 2003",93,9,BioWare,LucasArts,"Role-Playing, Third-Person, Third-Person, General",T
Virtua Fighter 4: Evolution,/game/playstation-2/virtua-fighter-4-evolution,PlayStation 2,"August 13, 2003",93,8.6,Sega,Sega,"Action, Fighting, 3D",T
Uncharted 4: A Thief's End,/game/playstation-4/uncharted-4-a-thiefs-end,PlayStation 4,"May 10, 2016",93,8.5,Naughty Dog,SCEA,"General, Modern, Action Adventure, Linear",T
Super Smash Bros. Ultimate,/game/switch/super-smash-bros-ultimate,Switch,"December 7, 2018",93,8.6,"Nintendo, HAL Labs, Bandai Namco Games, Sora Ltd.",Nintendo,"Action, Fighting, 2D",E10+
Braid,/game/playstation-3/braid,PlayStation 3,"November 12, 2009",93,7.8,"Hothead Games, Number None Inc.",Number None Inc.,"Action, Platformer, Platformer, 2D, 2D",E10+
Mass Effect 3,/game/playstation-3/mass-effect-3,PlayStation 3,"March 5, 2012",93,5.7,BioWare,Electronic Arts,"Role-Playing, Action RPG, Action RPG",M
Paper Mario,/game/nintendo-64/paper-mario,Nintendo 64,"February 5, 2001",93,9.1,Intelligent Systems,Nintendo,"Role-Playing, Console-style RPG",E
Wipeout XL,/game/playstation/wipeout-xl,PlayStation,"September 30, 1996",93,8.6,Psygnosis,SCEE,"Driving, Racing, Futuristic",NA
Grand Theft Auto: San Andreas,/game/xbox/grand-theft-auto-san-andreas,Xbox,"June 7, 2005",93,8.7,Rockstar North,Rockstar Games,"Action Adventure, Modern",AO
Resident Evil 2,/game/xbox-one/resident-evil-2,Xbox One,"January 25, 2019",93,8.6,Capcom R&D Division 1,Capcom,"Action Adventure, Survival",M
INSIDE,/game/xbox-one/inside,Xbox One,"June 29, 2016",93,8.3,PLAYDEAD,PLAYDEAD,"Action, Platformer, 2D",M
World of Warcraft,/game/pc/world-of-warcraft,PC,"November 23, 2004",93,7.4,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T
Grand Theft Auto: San Andreas,/game/pc/grand-theft-auto-san-andreas,PC,"June 7, 2005",93,8.9,Rockstar North,Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M
Flipnote Studio,/game/ds/flipnote-studio,DS,"August 12, 2009",93,7.5,Nintendo,Nintendo,"Miscellaneous, General, Application",NA
World Soccer Winning Eleven 7 International,/game/playstation-2/world-soccer-winning-eleven-7-international,PlayStation 2,"February 17, 2004",93,8.3,KCET,Konami,"Sports, Traditional, Soccer, Sim",E
NBA 2K2,/game/dreamcast/nba-2k2,Dreamcast,"October 24, 2001",93,7.3,Visual Concepts,Sega,"Sports, Traditional, Basketball, Sim",E
SoulCalibur II,/game/playstation-2/soulcalibur-ii,PlayStation 2,"August 27, 2003",92,8.7,Namco,Namco,"Action, Fighting, 3D",T
The Elder Scrolls V: Skyrim,/game/playstation-3/the-elder-scrolls-v-skyrim,PlayStation 3,"November 11, 2011",92,6.6,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M
Hades,/game/pc/hades,PC,"September 17, 2020",92,9,Supergiant Games,Supergiant Games,"Action Adventure, General, Linear",NA
Prince of Persia: The Sands of Time,/game/xbox/prince-of-persia-the-sands-of-time,Xbox,"November 12, 2003",92,7.8,Ubisoft,Ubisoft,"Action Adventure, Fantasy",T
Call of Duty 4: Modern Warfare,/game/pc/call-of-duty-4-modern-warfare,PC,"November 5, 2007",92,8.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M
Forza Horizon 4,/game/xbox-one/forza-horizon-4,Xbox One,"September 28, 2018",92,8.1,Playground Games,Microsoft Game Studios,"Racing, Simulation, Automobile",E
God of War III,/game/playstation-3/god-of-war-iii,PlayStation 3,"March 16, 2010",92,8.8,SCE Santa Monica,SCEA,"Action Adventure, Fantasy, Fantasy, Linear",M
Divinity: Original Sin II - Definitive Edition,/game/xbox-one/divinity-original-sin-ii---definitive-edition,Xbox One,"August 31, 2018",92,7.7,Larian Studios Games,Larian Studios Games,"Role-Playing, Western-Style",M
NFL 2K3,/game/gamecube/nfl-2k3,GameCube,"August 21, 2002",92,7.1,Visual Concepts,Sega,"Sports, Traditional, Football, Sim",E
SSX Tricky,/game/playstation-2/ssx-tricky,PlayStation 2,"November 5, 2001",92,8.8,EA Canada,EA Sports Big,"Sports, Alternative, Snowboarding",E
NHL 2002,/game/playstation-2/nhl-2002,PlayStation 2,"September 24, 2001",92,8.3,EA Sports,Electronic Arts,"Sports, Traditional, Ice Hockey, Sim",E
Guitar Hero II,/game/xbox-360/guitar-hero-ii,Xbox 360,"April 3, 2007",92,8.1,Harmonix Music Systems,RedOctane,"Action, Miscellaneous, Rhythm, Music, Music",T
Prince of Persia: The Sands of Time,/game/playstation-2/prince-of-persia-the-sands-of-time,PlayStation 2,"November 6, 2003",92,8.8,Ubisoft,Ubisoft,"Action Adventure, Fantasy",T
Uncharted 3: Drake's Deception,/game/playstation-3/uncharted-3-drakes-deception,PlayStation 3,"November 1, 2011",92,8.4,Naughty Dog,SCEA,"Action Adventure, Modern, Modern, Linear",T
Rock Band,/game/xbox-360/rock-band,Xbox 360,"November 20, 2007",92,8,Harmonix Music Systems,Electronic Arts,"Action, Miscellaneous, Rhythm, Music, Music",T
Journey,/game/playstation-4/journey,PlayStation 4,"July 21, 2015",92,8.3,Tricky Pixels,SCEA,"Action, Platformer, 3D",E
Bloodborne,/game/playstation-4/bloodborne,PlayStation 4,"March 24, 2015",92,8.9,From Software,SCEA,"Fantasy, Role-Playing, Action Adventure, General, Action RPG",M
Eternal Darkness: Sanity's Requiem,/game/gamecube/eternal-darkness-sanitys-requiem,GameCube,"June 23, 2002",92,8.7,Silicon Knights,Nintendo,"Action Adventure, Horror",M
Warcraft III: Reign of Chaos,/game/pc/warcraft-iii-reign-of-chaos,PC,"July 3, 2002",92,9.2,Blizzard Entertainment,Blizzard Entertainment,"Strategy, Real-Time, Fantasy, General, Fantasy",T
SSX 3,/game/gamecube/ssx-3,GameCube,"October 20, 2003",92,8.7,EA Canada,EA Sports Big,"Sports, Alternative, Snowboarding",E
The Sims,/game/pc/the-sims,PC,"February 4, 2000",92,7.9,Maxis,Maxis,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",T
Banjo-Kazooie,/game/nintendo-64/banjo-kazooie,Nintendo 64,"May 31, 1998",92,9.1,Rare Ltd.,Nintendo,"Action, Platformer, 3D",E
Sid Meier's Gettysburg!,/game/pc/sid-meiers-gettysburg!,PC,"September 30, 1997",92,7.4,Firaxis Games,Electronic Arts,"Strategy, Real-Time, Wargame, Real-Time, General",E
Celeste,/game/switch/celeste,Switch,"January 25, 2018",92,8.5,Matt Makes Games Inc.,Matt Makes Games Inc.,"Action, Platformer, 2D",E10+
Rock Band 2,/game/wii/rock-band-2,Wii,"December 18, 2008",92,7.2,Harmonix Music Systems,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
Forza Motorsport,/game/xbox/forza-motorsport,Xbox,"May 3, 2005",92,7.6,Microsoft Game Studios,Microsoft Game Studios,"Driving, Racing, GT / Street",E
Madden NFL 2004,/game/xbox/madden-nfl-2004,Xbox,"August 12, 2003",92,7.6,EA Tiburon,EA Sports,"Sports, Traditional, Football, Sim",E
Super Street Fighter IV,/game/playstation-3/super-street-fighter-iv,PlayStation 3,"April 27, 2010",92,7.8,Capcom,Capcom,"Action, Fighting, Fighting, 3D, 2D, 3D",T
World Soccer Winning Eleven 7 International,/game/pc/world-soccer-winning-eleven-7-international,PC,"April 9, 2004",92,6.8,KCET,VU Games,"Sports, Traditional, Team, Soccer, Sim, Sim",E
Advance Wars,/game/game-boy-advance/advance-wars,Game Boy Advance,"September 9, 2001",92,8.9,Intelligent Systems,Nintendo,"Strategy, Turn-Based, Modern",E
Vagrant Story,/game/playstation/vagrant-story,PlayStation,"May 15, 2000",92,9.1,SquareSoft,Square EA,"Role-Playing, Action RPG",T
What Remains of Edith Finch,/game/xbox-one/what-remains-of-edith-finch,Xbox One,"July 19, 2017",92,7.7,Giant Sparrow,Annapurna Interactive,"Adventure, 3D, First-Person",T
Team Fortress 2,/game/pc/team-fortress-2,PC,"October 10, 2007",92,9.1,Valve Software,Electronic Arts,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern",M
System Shock 2,/game/pc/system-shock-2,PC,"August 11, 1999",92,9.1,"Looking Glass Studios, Irrational Games",Looking Glass Studios,"Action Adventure, Sci-Fi, Sci-Fi, Survival",M
Tom Clancy's Splinter Cell: Chaos Theory,/game/pc/tom-clancys-splinter-cell-chaos-theory,PC,"March 28, 2005",92,8.7,Ubisoft Montreal,Ubisoft,"Action Adventure, Modern, General, Modern",M
Final Fantasy XII,/game/playstation-2/final-fantasy-xii,PlayStation 2,"October 31, 2006",92,7.6,Square Enix,Square Enix,"Role-Playing, Console-style RPG",T
Undertale,/game/playstation-4/undertale,PlayStation 4,"August 15, 2017",92,6.9,"tobyfox, 8-4",tobyfox,"Role-Playing, Japanese-Style",E10+
Madden NFL 2003,/game/gamecube/madden-nfl-2003,GameCube,"August 12, 2002",92,7.4,EA Sports,EA Sports,"Sports, Traditional, Football, Sim",E
The Witcher 3: Wild Hunt,/game/playstation-4/the-witcher-3-wild-hunt,PlayStation 4,"May 19, 2015",92,9.2,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"Action RPG, Role-Playing, Action RPG",M
Super Mario World: Super Mario Advance 2,/game/game-boy-advance/super-mario-world-super-mario-advance-2,Game Boy Advance,"February 9, 2002",92,9,Nintendo,Nintendo,"Action, Platformer, 2D",E
ESPN NFL 2K5,/game/xbox/espn-nfl-2k5,Xbox,"July 20, 2004",92,8,Visual Concepts,Sega,"Sports, Traditional, Football, Sim",E
Super Smash Bros. Melee,/game/gamecube/super-smash-bros-melee,GameCube,"December 2, 2001",92,9.1,HAL Labs,Nintendo,"Action, Fighting, 3D",T
Madden NFL 2003,/game/xbox/madden-nfl-2003,Xbox,"August 12, 2002",92,7.2,EA Tiburon,EA Sports,"Sports, Traditional, Football, Sim",E
Virtua Tennis,/game/dreamcast/virtua-tennis,Dreamcast,"June 8, 2000",92,7.3,Hitmaker,SegaSoft,"Sports, Traditional, Tennis",E
Rome: Total War,/game/pc/rome-total-war,PC,"September 22, 2004",92,9.1,Creative Assembly,Activision,"Strategy, Real-Time, Historic, General, Historic",T
Forza Motorsport 3,/game/xbox-360/forza-motorsport-3,Xbox 360,"October 27, 2009",92,8.1,Turn 10,Microsoft Game Studios,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E
Okami HD,/game/pc/okami-hd,PC,"December 12, 2017",92,7.9,Capcom,Capcom,"Action Adventure, General",T
Undertale,/game/pc/undertale,PC,"September 15, 2015",92,8.4,tobyfox,tobyfox,"Role-Playing, General, Japanese-Style",NA
Batman: Arkham Asylum,/game/xbox-360/batman-arkham-asylum,Xbox 360,"August 25, 2009",92,8.8,Rocksteady Studios,Eidos Interactive,"Action Adventure, Fantasy, General, Fantasy",T
Super Mario Sunshine,/game/gamecube/super-mario-sunshine,GameCube,"August 25, 2002",92,8.5,Nintendo,Nintendo,"Action, Platformer, 3D",E
SSX 3,/game/xbox/ssx-3,Xbox,"October 20, 2003",92,8.2,EA Canada,EA Sports Big,"Sports, Alternative, Snowboarding",E
SoulCalibur II,/game/xbox/soulcalibur-ii,Xbox,"August 27, 2003",92,8.7,Namco,Namco,"Action, Fighting, 3D",T
Tony Hawk's Pro Skater,/game/playstation/tony-hawks-pro-skater,PlayStation,"August 31, 1999",92,8.8,Neversoft Entertainment,Activision,"Sports, Alternative, Skateboarding",T
Thief: The Dark Project,/game/pc/thief-the-dark-project,PC,"November 30, 1998",92,9,Looking Glass Studios,Eidos Interactive,"Action Adventure, Fantasy, General, Fantasy",M
Fire Emblem: Awakening,/game/3ds/fire-emblem-awakening,3DS,"February 4, 2013",92,9.1,Intelligent Systems,Nintendo,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",T
Age of Empires II: The Age of Kings,/game/pc/age-of-empires-ii-the-age-of-kings,PC,"September 30, 1999",92,9.1,Ensemble Studios,Microsoft Game Studios,"Strategy, Real-Time, Historic, Historic, Command",T
Final Fantasy X,/game/playstation-2/final-fantasy-x,PlayStation 2,"December 17, 2001",92,8.9,SquareSoft,Square EA,"Role-Playing, Console-style RPG",T
Prince of Persia: The Sands of Time,/game/gamecube/prince-of-persia-the-sands-of-time,GameCube,"November 18, 2003",92,8.1,Ubisoft,Ubisoft,"Action Adventure, Fantasy",T
The Walking Dead: A Telltale Games Series,/game/xbox-360/the-walking-dead-a-telltale-games-series,Xbox 360,"April 27, 2012",92,8.6,Telltale Games,Telltale Games,"Miscellaneous, Adventure, Compilation, Compilation, Point-and-Click",M
Unreal Tournament (1999),/game/pc/unreal-tournament-1999,PC,"November 30, 1999",92,9,Epic Games,GT Interactive,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M
Sid Meier's Alpha Centauri,/game/pc/sid-meiers-alpha-centauri,PC,"February 12, 1999",92,8.8,Firaxis Games,Electronic Arts,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X",E
Wave Race 64,/game/nintendo-64/wave-race-64,Nintendo 64,"November 1, 1996",92,8.3,Nintendo,Nintendo,"Driving, Racing, Snow / Water",E
Divinity: Original Sin II - Definitive Edition,/game/playstation-4/divinity-original-sin-ii---definitive-edition,PlayStation 4,"August 31, 2018",92,7.9,Larian Studios Games,Larian Studios Games,"Role-Playing, Western-Style",M
Galactic Civilizations II: Twilight of the Arnor,/game/pc/galactic-civilizations-ii-twilight-of-the-arnor,PC,"April 30, 2008",92,8.3,Stardock,Stardock,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X",NA
Super Smash Bros. for Wii U,/game/wii-u/super-smash-bros-for-wii-u,Wii U,"November 21, 2014",92,8.9,Bandai Namco Games,Nintendo,"Action, Fighting, Fighting, 3D, 2D, 2D, 3D",E10+
Guitar Hero II,/game/playstation-2/guitar-hero-ii,PlayStation 2,"November 7, 2006",92,8.4,Harmonix Music Systems,RedOctane,"Miscellaneous, Rhythm, Music",T
Final Fantasy VII,/game/playstation/final-fantasy-vii,PlayStation,"September 3, 1997",92,9.1,SquareSoft,SCEA,"Role-Playing, Console-style RPG",T
Rock Band,/game/playstation-3/rock-band,PlayStation 3,"November 20, 2007",92,8.1,Harmonix Music Systems,Electronic Arts,"Action, Miscellaneous, Rhythm, Music, Music",T
Chrono Trigger,/game/ds/chrono-trigger,DS,"November 25, 2008",92,9.1,TOSE,Square Enix,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",E10+
Bayonetta 2,/game/switch/bayonetta-2,Switch,"February 16, 2018",92,8.5,"Nintendo, PlatinumGames",Nintendo,"Action Adventure, Linear",M
Journey,/game/playstation-3/journey,PlayStation 3,"March 13, 2012",92,8.8,ThatGameCompany,SCEA,"Action, Adventure, General, Platformer, Platformer, 3D, 3D",E
Xenoblade Chronicles,/game/wii/xenoblade-chronicles,Wii,"April 6, 2012",92,9.2,Monolith Soft,Nintendo,"Role-Playing, Action RPG, Console-style RPG, Action RPG",T
Conker's Bad Fur Day,/game/nintendo-64/conkers-bad-fur-day,Nintendo 64,"March 4, 2001",92,9,Rare Ltd.,Rare Ltd.,"Action, Platformer, 3D",M
Medal of Honor,/game/playstation/medal-of-honor,PlayStation,"October 31, 1999",92,8.8,Dreamworks Interactive,Electronic Arts,"Action, Shooter, First-Person, Historic",T
PaRappa the Rapper,/game/playstation/parappa-the-rapper,PlayStation,"October 31, 1997",92,7.6,NanaOn-Sha,SCEA,"Miscellaneous, Rhythm, Music",K-A
Rock Band 2,/game/xbox-360/rock-band-2,Xbox 360,"September 14, 2008",92,8.1,Harmonix Music Systems,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
Mario Kart 8 Deluxe,/game/switch/mario-kart-8-deluxe,Switch,"April 28, 2017",92,8.6,Nintendo,Nintendo,"Other, Racing, Arcade, Automobile",E
The ICO & Shadow of the Colossus Collection,/game/playstation-3/the-ico-shadow-of-the-colossus-collection,PlayStation 3,"September 27, 2011",92,8.7,Bluepoint Games,SCEA,"Miscellaneous, Action Adventure, Fantasy, Compilation, Compilation",T
Rayman Origins,/game/wii/rayman-origins,Wii,"November 15, 2011",92,8.5,UBlart Montpellier,Ubisoft,"Action, Action Adventure, Platformer, Fantasy, Platformer, 2D, 2D",E10+
Metroid Prime 2: Echoes,/game/gamecube/metroid-prime-2-echoes,GameCube,"November 15, 2004",92,8.8,Retro Studios,Nintendo,"Action, Shooter, First-Person, Sci-Fi",T
Out of the Park Baseball 17,/game/pc/out-of-the-park-baseball-17,PC,"March 22, 2016",92,3.3,Out Of The Park Developments,Out Of The Park Developments,"Sports, Baseball, Sim, Team",NA
Metroid Fusion,/game/game-boy-advance/metroid-fusion,Game Boy Advance,"November 17, 2002",92,9,Nintendo,Nintendo,"Action Adventure, Sci-Fi",E
The Witcher 3: Wild Hunt - Blood and Wine,/game/pc/the-witcher-3-wild-hunt---blood-and-wine,PC,"May 30, 2016",92,9.3,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"Role-Playing, Action RPG",M
Final Fantasy VI Advance,/game/game-boy-advance/final-fantasy-vi-advance,Game Boy Advance,"February 5, 2007",92,8.7,TOSE,Nintendo,"Role-Playing, Console-style RPG",E10+
Rayman Legends,/game/wii-u/rayman-legends,Wii U,"September 3, 2013",92,8.7,Ubisoft Montpellier,Ubisoft,"Action, Platformer, Platformer, 2D, 2D",E10+
Tiger Woods PGA Tour 2003,/game/pc/tiger-woods-pga-tour-2003,PC,"October 31, 2002",92,5.1,Headgate,Electronic Arts,"Sports, Traditional, Individual, Golf, Sim, Sim",E
Madden NFL 2005,/game/xbox/madden-nfl-2005,Xbox,"August 9, 2004",91,7.4,EA Tiburon,EA Sports,"Sports, Traditional, Football, Sim",E
Super Street Fighter IV,/game/xbox-360/super-street-fighter-iv,Xbox 360,"April 27, 2010",91,7.7,Capcom,Capcom,"Action, Fighting, Fighting, 3D, 2D, 3D",T
Pac-Man Championship Edition DX,/game/playstation-3/pac-man-championship-edition-dx,PlayStation 3,"November 23, 2010",91,7.8,Namco Bandai Games,Namco Bandai Games,"Adventure, General, Action, General, General, Arcade",E
Rock Band 2,/game/playstation-3/rock-band-2,PlayStation 3,"October 19, 2008",91,8,Harmonix Music Systems,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
Microsoft Flight Simulator,/game/pc/microsoft-flight-simulator,PC,"August 18, 2020",91,7.2,Asobo Studio,Xbox Game Studios,"Simulation, Flight, Civilian",E
Dark Souls II,/game/xbox-360/dark-souls-ii,Xbox 360,"March 11, 2014",91,7.9,From Software,Namco Bandai Games,"Action RPG, Role-Playing, Action RPG",T
Dishonored,/game/pc/dishonored,PC,"October 8, 2012",91,8.4,Arkane Studios,Bethesda Softworks,"Action Adventure, Modern, General, Modern",M
ESPN NFL Football,/game/playstation-2/espn-nfl-football,PlayStation 2,"September 3, 2003",91,8.5,Visual Concepts,Sega,"Sports, Traditional, Football, Sim",E
Medal of Honor: Allied Assault,/game/pc/medal-of-honor-allied-assault,PC,"January 20, 2002",91,8.6,2015,Electronic Arts,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
Myth: The Fallen Lords,/game/pc/myth-the-fallen-lords,PC,"October 31, 1997",91,8.5,"Bungie Software, Bungie",Bungie Software,"Strategy, Real-Time, Fantasy, General, Fantasy",M
LittleBigPlanet 2,/game/playstation-3/littlebigplanet-2,PlayStation 3,"January 18, 2011",91,8.6,Media Molecule,SCEA,"Action, Platformer, Platformer, 3D, 2D, 3D",E
INSIDE,/game/switch/inside,Switch,"June 28, 2018",91,8.5,PLAYDEAD,PLAYDEAD,"Action, Platformer, 2D",M
Guitar Hero,/game/playstation-2/guitar-hero,PlayStation 2,"November 7, 2005",91,8.6,Harmonix Music Systems,RedOctane,"Miscellaneous, Rhythm, Music",T
World of Warcraft: Wrath of the Lich King,/game/pc/world-of-warcraft-wrath-of-the-lich-king,PC,"November 13, 2008",91,7.9,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T
Rock Band 3,/game/wii/rock-band-3,Wii,"October 26, 2010",91,6.9,Backbone Entertainment,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
